year,month,day,hour,pm2.5,DEWP,Classe,TEMP,PRES,cbwd,Iws,Is,Ir
2011,7,28,22,259,27,Nociva,28,1006,SE,21.02,0,0
2011,7,28,23,269,27,Nociva,27,1007,cv,0.89,0,0
2011,7,29,0,286,26,Nociva,27,1006,SE,1.79,0,0
2011,7,29,1,311,26,Nociva,27,1006,SE,4.92,0,0
2011,7,29,2,306,26,Nociva,27,1006,cv,0.89,0,0
2011,7,29,3,307,25,Nociva,26,1006,SE,1.79,0,0
2011,7,29,4,313,25,Nociva,26,1006,cv,0.89,0,0
2011,7,29,5,300,25,Nociva,26,1006,SE,1.79,0,0
2011,7,29,6,284,25,Nociva,26,1006,NE,0.89,0,0
2011,7,29,7,273,25,Nociva,26,1005,SE,1.79,0,0
2011,7,29,8,264,26,Nociva,26,1006,SE,3.58,0,0
2011,7,29,9,88,22,Nociva,23,1007,NW,7.15,0,1
2011,7,29,10,50,22,Nociva,23,1008,NW,11.17,0,2
2011,7,29,11,49,22,Médio,24,1007,NE,4.02,0,3
2011,7,29,12,42,23,Nociva,24,1007,NW,3.13,0,4
2011,7,29,13,43,23,Nociva,25,1007,NW,4.92,0,5
2011,7,29,14,32,22,Nociva,25,1007,NW,12.07,0,6
2011,7,29,15,54,23,Médio,24,1006,NE,4.02,0,7
2011,7,29,16,66,23,Médio,25,1005,NW,3.13,0,8
2011,7,29,17,50,23,Médio,25,1004,NW,6.26,0,9
2011,7,29,18,38,23,Médio,25,1005,NW,9.39,0,10
2011,7,29,19,43,23,Médio,25,1005,NW,13.41,0,11
2011,7,29,20,56,23,Médio,24,1006,NW,18.33,0,12
2011,7,29,21,49,22,Médio,23,1006,NW,24.14,0,13
2011,7,29,22,37,22,Médio,23,1005,NW,27.27,0,14
2011,7,29,23,41,22,Médio,23,1005,NW,30.4,0,15
2011,7,30,0,39,22,Nociva,22,1006,SE,1.79,0,16
2011,7,30,1,36,21,Nociva,21,1004,NE,1.79,0,17
2011,7,30,2,41,21,Nociva,21,1004,NE,4.92,0,18
2011,7,30,3,35,21,Nociva,21,1003,NE,6.71,0,19
2011,7,30,4,40,21,Nociva,21,1003,NW,4.02,0,20
2011,7,30,5,36,21,Nociva,21,1003,NW,7.15,0,21
2011,7,30,6,39,20,Nociva,21,1002,NE,4.02,0,22
2011,7,30,7,32,21,Nociva,22,1003,NW,4.02,0,23
2011,7,30,8,27,21,Nociva,23,1002,NW,8.04,0,0
2011,7,30,9,35,22,Nociva,26,1002,NW,9.83,0,0
2011,7,30,10,38,22,Nociva,27,1002,NW,12.96,0,0
2011,7,30,11,35,22,Nociva,28,1002,NW,16.09,0,0
2011,7,30,12,18,22,Nociva,29,1001,NW,19.22,0,0
2011,7,30,13,33,23,Nociva,30,1001,cv,1.79,0,0
2011,7,30,14,30,21,Nociva,31,1000,cv,2.68,0,0
2011,7,30,15,37,22,Médio,31,1000,cv,3.57,0,0
2011,7,30,16,51,22,Médio,31,1000,SE,1.79,0,0
2011,7,30,17,54,23,Médio,31,999,SE,3.58,0,0
2011,7,30,18,48,23,Médio,30,999,SE,6.71,0,0
2011,7,30,19,44,23,Médio,28,1000,SE,10.73,0,0
2011,7,30,20,56,23,Médio,27,1000,SE,13.86,0,0
2011,7,30,21,57,23,Médio,27,1001,SE,17.88,0,0
2011,7,30,22,62,23,Médio,26,1002,SE,21.01,0,0
2011,7,30,23,58,23,Médio,26,1002,SE,25.03,0,0
2011,7,31,0,61,23,Nociva,25,1002,cv,0.89,0,0
2011,7,31,1,77,23,Nociva,24,1003,SE,0.89,0,0
2011,7,31,2,78,24,Médio,24,1003,NE,0.89,0,0
2011,7,31,3,86,23,Leve,24,1003,NE,1.78,0,0
2011,7,31,4,102,22,Leve,23,1003,NE,2.67,0,0
2011,7,31,5,87,23,Leve,23,1003,NE,3.56,0,0
2011,7,31,6,72,23,Leve,23,1003,NW,3.13,0,0
2011,7,31,7,73,23,Leve,25,1003,NW,6.26,0,0
2011,7,31,8,59,23,Leve,26,1004,NW,10.28,0,0
2011,7,31,9,64,23,Leve,27,1004,NW,14.3,0,0
2011,7,31,10,51,23,Leve,29,1004,NW,17.43,0,0
2011,7,31,11,29,22,Leve,30,1004,NW,19.22,0,0
2011,7,31,12,38,20,Leve,32,1003,NE,1.79,0,0
2011,7,31,13,46,22,Leve,32,1003,NE,3.58,0,0
2011,7,31,14,37,21,Leve,33,1003,NE,5.37,0,0
2011,7,31,15,20,20,Leve,34,1002,NE,6.26,0,0
2011,7,31,16,41,19,Leve,35,1002,cv,1.79,0,0
2011,7,31,17,47,23,Leve,33,1002,SE,3.13,0,0
2011,7,31,18,82,23,Leve,31,1002,SE,4.92,0,0
2011,7,31,19,88,23,Leve,31,1002,SE,8.05,0,0
2011,7,31,20,104,24,Leve,29,1003,SE,12.07,0,0
2011,8,3,12,59,21,Leve,29,1004,SE,3.13,0,0
2011,8,3,13,46,20,Leve,31,1003,SE,7.15,0,0
2011,8,3,14,49,20,Leve,31,1003,SE,12.07,0,0
2011,8,3,15,46,21,Leve,31,1003,SE,16.99,0,0
2011,8,3,16,49,20,Leve,30,1003,SE,21.91,0,0
2011,8,3,17,50,21,Baixo,29,1003,SE,26.83,0,0
2011,8,3,18,66,19,Baixo,28,1003,SE,30.85,0,0
2011,8,3,19,68,20,Baixo,26,1003,SE,34.87,0,0
2011,8,3,20,74,20,Baixo,26,1003,SE,36.66,0,0
2011,8,3,21,75,20,Baixo,26,1004,SE,39.79,0,0
2011,8,3,22,81,20,Baixo,25,1004,SE,43.81,0,0
2011,8,3,23,70,20,Leve,25,1004,SE,46.94,0,0
2011,8,4,0,85,21,Leve,25,1004,SE,50.07,0,0
2011,8,4,1,77,21,Leve,23,1004,SE,51.86,0,0
2011,8,4,2,86,21,Leve,23,1004,SE,53.65,0,0
2011,8,4,3,101,21,Leve,23,1004,SE,55.44,0,0
2011,8,4,4,98,21,Leve,22,1004,SE,57.23,0,0
2011,8,4,5,91,21,Baixo,22,1004,cv,0.89,0,0
2011,8,4,6,108,21,Baixo,22,1004,SE,0.89,0,0
2011,8,4,7,110,22,Baixo,24,1005,SE,1.78,0,0
2011,8,4,8,109,22,Baixo,25,1006,SE,3.57,0,0
2011,8,4,9,119,22,Baixo,27,1005,cv,1.79,0,0
2011,8,4,10,113,22,Baixo,28,1005,cv,2.68,0,0
2011,8,4,11,114,23,Baixo,29,1005,NW,1.79,0,0
2011,8,4,12,106,23,Baixo,30,1004,cv,0.89,0,0
2011,8,4,13,103,24,Baixo,31,1004,SE,1.79,0,0
2011,8,4,14,109,23,Baixo,32,1004,SE,3.58,0,0
2011,8,4,15,114,22,Médio,31,1004,SE,7.6,0,0
2011,8,4,16,101,22,Baixo,31,1004,SE,11.62,0,0
2011,8,4,17,100,22,Baixo,30,1004,SE,15.64,0,0
2011,8,4,18,117,21,Baixo,29,1004,SE,20.56,0,0
2011,8,4,19,115,21,Baixo,28,1004,SE,23.69,0,0
2011,8,4,20,117,21,Baixo,27,1005,SE,25.48,0,0
2011,8,4,22,101,22,Baixo,25,1006,cv,0.89,0,0
2011,8,4,23,107,23,Médio,24,1006,cv,1.34,0,0
2011,8,5,0,118,23,Médio,24,1006,SE,1.79,0,0
2011,8,5,1,138,23,Médio,24,1006,SE,3.58,0,0
2011,8,5,2,166,22,Médio,24,1006,SE,5.37,0,0
2011,8,5,3,144,23,Médio,24,1006,SE,7.16,0,0
2011,8,5,4,146,23,Médio,24,1006,SE,8.05,0,0
2011,8,5,5,154,23,Médio,23,1006,SE,8.94,0,0
2011,8,5,6,166,23,Médio,24,1007,SE,10.73,0,0
2011,8,5,7,190,23,Baixo,25,1007,SE,12.52,0,0
2011,8,5,8,205,24,Baixo,26,1007,cv,0.89,0,0
2011,8,5,9,200,24,Baixo,26,1007,SE,1.79,0,0
2011,8,5,10,178,24,Baixo,27,1007,SE,3.58,0,0
2011,8,5,11,134,24,Baixo,29,1007,SE,5.37,0,0
2011,8,5,12,134,24,Baixo,29,1007,SE,7.16,0,0
2011,8,5,13,144,23,Baixo,30,1006,SE,10.29,0,0
2011,8,5,14,142,23,Baixo,30,1006,SE,13.42,0,0
2011,8,5,15,140,23,Baixo,30,1005,SE,17.44,0,0
2011,8,5,16,132,23,Médio,30,1005,SE,21.46,0,0
2011,8,5,17,143,23,Médio,30,1005,SE,24.59,0,0
2011,8,5,18,144,22,Médio,29,1005,SE,27.72,0,0
2011,8,5,19,175,23,Baixo,28,1005,SE,30.85,0,0
2011,8,5,20,154,23,Médio,27,1006,SE,33.98,0,0
2011,8,5,21,142,22,Médio,26,1006,SE,37.11,0,0
2011,8,5,22,119,22,Médio,26,1007,SE,40.24,0,0
2011,8,5,23,104,22,Médio,25,1007,SE,42.03,0,0
2011,8,6,0,114,22,Médio,24,1007,SE,43.82,0,0
2011,8,6,1,112,22,Médio,24,1006,SE,46.95,0,0
2011,8,7,0,105,22,Médio,24,1008,SE,61.23,0,0
2011,8,8,6,115,23,Médio,24,1002,NW,4.92,0,0
2011,8,8,7,107,23,Médio,25,1002,NW,8.05,0,0
2011,8,8,8,135,23,Médio,27,1002,NW,12.07,0,0
2011,8,8,9,109,24,Médio,28,1002,NW,15.2,0,0
2011,8,8,10,98,23,Médio,29,1002,NE,1.79,0,0
2011,8,8,11,90,23,Médio,31,1001,NW,1.79,0,0
2011,8,8,12,91,22,Médio,32,1001,NW,3.58,0,0
2011,8,8,13,84,21,Médio,33,1000,NE,1.79,0,0
2011,8,8,14,87,22,Médio,34,999,NE,3.58,0,0
2011,8,8,15,75,22,Médio,34,999,cv,0.89,0,0
2011,8,8,16,102,21,Médio,34,998,SE,1.79,0,0
2011,8,8,17,104,22,Médio,33,998,SE,4.92,0,0
2011,8,8,18,92,24,Médio,32,998,SE,8.05,0,0
2011,8,8,19,97,24,Médio,30,999,SE,11.18,0,0
2011,8,8,20,94,24,Médio,29,999,SE,12.97,0,0
2011,8,8,21,92,25,Médio,29,1000,SE,14.76,0,0
2011,8,8,22,98,24,Médio,28,1001,SE,16.55,0,0
2011,8,8,23,139,24,Médio,27,1001,SE,18.34,0,0
2011,8,9,1,194,25,Nociva,27,1001,SE,21.92,0,0
2011,8,9,2,209,25,Médio,26,1001,SE,23.71,0,0
2011,8,9,3,208,24,Baixo,26,1001,SE,25.5,0,0
2011,8,9,4,211,24,Baixo,25,1001,SE,27.29,0,0
2011,8,9,5,201,24,Baixo,25,1002,cv,0.89,0,0
2011,8,9,6,226,25,Baixo,26,1002,cv,1.78,0,0
2011,8,9,7,214,25,Baixo,26,1002,SE,1.79,0,0
2011,8,9,8,212,25,Baixo,27,1003,SE,3.58,0,0
2011,8,9,9,227,25,Médio,29,1003,cv,0.89,0,0
2011,8,9,10,217,25,Baixo,30,1003,cv,1.78,0,0
2011,8,9,11,212,26,Baixo,31,1003,cv,2.67,0,0
2011,8,9,12,230,26,Baixo,31,1003,NW,1.79,0,0
2011,8,9,13,202,26,Baixo,33,1003,cv,0.89,0,0
2011,8,9,14,195,26,Baixo,33,1002,SE,1.79,0,0
2011,8,9,15,221,26,Baixo,34,1002,SE,4.92,0,0
2011,8,9,16,201,25,Baixo,34,1003,SE,8.05,0,0
2011,8,9,17,202,25,Baixo,31,1003,SE,9.84,0,1
2011,8,9,18,102,21,Baixo,27,1004,NW,9.83,0,2
2011,8,9,19,34,21,Baixo,23,1008,NW,17.88,0,4
2011,8,9,20,30,21,Baixo,21,1008,cv,0.89,0,5
2011,8,9,21,36,21,Baixo,22,1006,SE,4.92,0,6
2011,8,9,22,42,22,Baixo,23,1009,NW,3.13,0,7
2011,8,10,21,58,24,Baixo,28,1007,SE,19.68,0,0
2011,8,10,22,54,24,Baixo,27,1007,SE,21.47,0,0
2011,8,10,23,70,24,Baixo,26,1007,cv,0.89,0,0
2011,8,11,0,74,24,Baixo,25,1007,NE,1.79,0,0
2011,8,11,1,64,24,Médio,25,1007,SE,0.89,0,0
2011,8,11,2,82,24,Médio,25,1007,NE,1.79,0,0
2011,8,11,3,119,23,Médio,24,1007,cv,0.89,0,0
2011,8,11,4,146,22,Médio,23,1006,NE,0.89,0,0
2011,8,11,5,121,23,Médio,23,1007,NE,1.78,0,0
2011,8,11,6,64,23,Baixo,23,1007,NW,1.79,0,0
2011,8,11,7,51,24,Baixo,25,1007,NW,3.58,0,0
2011,8,11,8,61,24,Baixo,27,1007,cv,0.89,0,0
2011,8,11,9,83,24,Baixo,29,1007,SE,1.79,0,0
2011,8,11,10,96,25,Baixo,31,1006,cv,0.89,0,0
2011,8,11,11,80,24,Baixo,32,1006,cv,1.78,0,0
2011,8,11,12,87,23,Baixo,34,1006,SE,1.79,0,0
2011,8,11,13,91,24,Baixo,32,1005,SE,3.58,0,0
2011,8,11,16,103,22,Baixo,33,1004,SE,12.97,0,0
2011,8,11,17,101,23,Baixo,33,1003,SE,16.1,0,0
2011,8,11,18,111,24,Baixo,31,1003,SE,17.89,0,0
2011,8,11,19,108,24,Baixo,30,1004,SE,19.68,0,0
2011,8,11,20,113,24,Médio,29,1004,SE,21.47,0,0
2011,8,11,21,130,25,Médio,28,1004,SE,24.6,0,0
2011,8,11,22,133,25,Médio,27,1004,SE,26.39,0,0
2011,8,11,23,161,24,Baixo,27,1004,SE,28.18,0,0
2011,8,12,0,123,22,Médio,27,1004,SE,29.97,0,0
2011,8,12,1,115,24,Médio,26,1004,SE,31.76,0,0
2011,8,12,2,111,24,Médio,26,1004,cv,0.89,0,0
2011,8,12,3,105,24,Médio,25,1004,SE,0.89,0,0
2011,8,12,4,111,24,Médio,25,1004,NE,0.89,0,0
2011,8,12,5,103,24,Médio,25,1004,SE,1.79,0,0
2011,8,12,6,107,24,Médio,25,1004,cv,0.89,0,0
2011,8,12,7,125,24,Baixo,26,1004,SE,0.89,0,0
2011,8,12,8,128,24,Baixo,27,1004,cv,0.89,0,0
2011,8,12,9,141,25,Leve,29,1004,cv,1.78,0,0
2011,8,12,10,112,23,Leve,30,1004,SE,1.79,0,0
2011,8,12,11,118,25,Leve,31,1003,cv,0.89,0,0
2011,8,12,12,132,24,Leve,32,1003,SE,3.13,0,0
2011,8,12,13,153,24,Leve,32,1002,SE,6.26,0,0
2011,8,12,14,159,24,Leve,32,1002,SE,8.05,0,0
2011,8,12,15,151,24,Leve,33,1001,SE,11.18,0,0
2011,8,12,16,161,24,Leve,32,1001,SE,14.31,0,0
2011,8,12,17,148,23,Leve,31,1001,SE,17.44,0,0
2011,8,12,18,138,24,Leve,30,1001,SE,20.57,0,0
2011,8,12,19,171,25,Baixo,29,1001,SE,23.7,0,0
2011,8,12,20,174,25,Baixo,28,1002,SE,27.72,0,0
2011,8,12,21,154,25,Baixo,27,1003,SE,29.51,0,0
2011,8,12,22,140,25,Baixo,27,1003,SE,32.64,0,0
2011,8,12,23,130,24,Baixo,26,1002,cv,0.89,0,0
2011,8,13,0,113,24,Baixo,26,1002,SE,1.79,0,0
2011,8,13,1,100,24,Leve,26,1002,SE,3.58,0,0
2011,8,13,2,98,24,Leve,26,1001,SE,6.71,0,0
2011,8,13,3,91,24,Leve,25,1001,SE,9.84,0,0
2011,8,13,4,86,24,Leve,25,1001,SE,11.63,0,0
2011,8,13,5,96,24,Leve,25,1001,SE,13.42,0,0
2011,8,13,6,92,24,Leve,25,1001,SE,15.21,0,0
2011,8,13,7,99,23,Leve,25,1001,SE,18.34,0,0
2011,8,13,8,116,23,Leve,26,1001,SE,21.47,0,0
2011,8,13,9,110,24,Leve,27,1001,SE,23.26,0,0
2011,8,13,10,132,24,Leve,27,1001,SE,25.05,0,0
2011,8,13,11,137,25,Leve,29,1000,SE,26.84,0,0
2011,8,13,12,135,25,Leve,29,1000,SE,29.97,0,0
2011,8,13,13,125,24,Leve,30,1000,SE,33.1,0,0
2011,8,13,14,148,24,Leve,31,999,SE,36.23,0,0
2011,8,13,15,134,25,Leve,31,999,SE,39.36,0,0
2011,8,13,16,134,24,Leve,30,999,SE,42.49,0,0
2011,8,13,17,147,25,Leve,30,998,SE,45.62,0,0
2011,8,13,18,141,25,Leve,29,999,SE,48.75,0,0
2011,8,13,19,142,25,Leve,29,1000,SE,50.54,0,0
2011,8,13,20,130,25,Leve,28,1000,SE,52.33,0,0
2011,8,13,21,123,25,Leve,28,1001,SE,54.12,0,0
2011,8,13,22,131,26,Baixo,28,1001,SE,55.01,0,0
2011,8,13,23,135,25,Baixo,28,1001,SE,56.8,0,0
2011,8,14,0,125,25,Baixo,28,1001,SE,58.59,0,0
2011,8,14,1,138,25,Baixo,28,1001,SE,60.38,0,0
2011,8,14,2,153,22,Baixo,23,1001,NW,4.02,0,2
2011,8,14,3,31,24,Baixo,24,1001,SE,3.13,0,3
2011,8,14,4,47,23,Leve,24,1001,NW,4.02,0,0
2011,8,14,5,56,23,Leve,24,1001,NW,5.81,0,0
2011,8,14,6,46,23,Leve,24,1002,NE,1.79,0,0
2011,8,14,7,33,24,Leve,24,1002,cv,0.89,0,0
2011,8,14,8,40,24,Leve,25,1002,NE,1.79,0,0
2011,8,14,9,41,25,Leve,27,1003,cv,0.89,0,0
2011,8,14,10,65,26,Baixo,28,1003,SE,1.79,0,0
2011,8,14,11,110,26,Baixo,28,1002,SE,3.58,0,0
2011,8,14,12,108,26,Baixo,29,1002,SE,5.37,0,0
2011,8,14,13,93,25,Médio,28,1002,SE,7.16,0,0
2011,8,14,14,107,26,Médio,28,1002,SE,8.95,0,1
2011,8,14,15,100,25,Médio,28,1002,SE,10.74,0,0
2011,8,14,16,97,26,Baixo,27,1002,cv,0.89,0,0
2011,8,14,17,120,26,Baixo,27,1001,cv,1.78,0,1
2011,8,14,18,122,26,Baixo,26,1002,NW,3.13,0,0
2011,8,14,19,128,25,Baixo,25,1002,SE,3.13,0,1
2011,8,14,20,158,25,Baixo,25,1002,SE,6.26,0,2
2011,8,14,21,206,25,Baixo,25,1002,cv,0.89,0,0
2011,8,14,22,221,25,Leve,25,1003,NE,3.13,0,1
2011,8,14,23,156,24,Leve,24,1003,SE,3.13,0,2
2011,8,15,0,165,24,Leve,25,1003,NE,1.79,0,3
2011,8,15,1,160,24,Leve,24,1002,SE,1.79,0,0
2011,8,15,2,175,24,Leve,24,1002,SE,4.92,0,0
2011,8,15,3,158,24,Leve,24,1001,SE,8.05,0,1
2011,8,15,4,137,24,Leve,25,1001,SE,9.84,0,2
2011,8,15,5,128,24,Leve,25,1001,SE,11.63,0,3
2011,8,15,6,126,24,Leve,25,1001,SE,14.76,0,4
2011,8,15,7,124,24,Baixo,25,1001,SE,16.55,0,5
2011,8,15,8,109,24,Baixo,25,1002,SE,18.34,0,6
2011,8,15,9,107,24,Médio,24,1002,SE,20.13,0,0
2011,8,15,10,99,24,Baixo,25,1002,SE,21.92,0,1
2011,8,15,11,143,24,Baixo,25,1002,NE,1.79,0,2
2011,8,15,12,118,24,Baixo,24,1002,NE,4.92,0,3
2011,8,15,13,116,24,Baixo,24,1002,NE,8.05,0,4
2011,8,15,14,109,23,Baixo,24,1002,SE,1.79,0,5
2011,8,15,15,109,24,Baixo,25,1002,cv,0.89,0,0
2011,8,15,16,109,24,Baixo,26,1002,NE,1.79,0,0
2011,8,15,17,87,24,Baixo,26,1002,cv,0.89,0,0
2011,8,15,18,100,24,Baixo,25,1002,cv,1.78,0,0
2011,8,15,19,117,24,Baixo,25,1002,SE,0.89,0,0
2011,8,15,20,107,24,Baixo,25,1003,NW,1.79,0,0
2011,8,15,21,110,24,Baixo,25,1003,NE,1.79,0,0
2011,8,15,22,107,22,Médio,25,1003,NW,4.02,0,0
2011,8,15,23,38,21,Médio,25,1003,NE,3.13,0,0
2011,8,16,0,10,21,Médio,24,1003,NE,4.92,0,1
2011,8,16,1,7,22,Médio,23,1003,cv,0.89,0,2
2011,8,16,2,6,22,Médio,23,1003,NE,0.89,0,3
2011,8,16,3,9,22,Médio,23,1003,cv,0.89,0,0
2011,8,16,4,8,21,Médio,23,1003,NW,4.02,0,0
2011,8,16,5,8,21,Médio,23,1003,NW,7.15,0,0
2011,8,16,6,17,21,Médio,23,1003,NW,11.17,0,0
2011,8,16,7,21,21,Médio,24,1003,NW,14.3,0,0
2011,8,16,8,16,21,Baixo,25,1004,NW,18.32,0,0
2011,8,16,9,17,22,Baixo,27,1004,NW,21.45,0,0
2011,8,16,10,13,21,Baixo,28,1004,NW,25.47,0,0
2011,8,16,11,7,19,Baixo,30,1004,NW,30.39,0,0
2011,8,16,12,7,19,Baixo,31,1004,NE,4.02,0,0
2011,8,16,13,11,18,Leve,31,1004,NE,8.04,0,0
2011,8,16,14,7,18,Leve,32,1003,NE,12.06,0,0
2011,8,16,15,4,17,Baixo,32,1003,SE,3.13,0,0
2011,8,16,16,4,17,Baixo,32,1003,SE,4.92,0,0
2011,8,16,17,8,18,Baixo,32,1003,SE,8.05,0,0
2011,8,16,18,17,19,Baixo,30,1003,SE,9.84,0,0
2011,8,16,19,24,19,Baixo,29,1003,SE,13.86,0,0
2011,8,16,20,35,21,Baixo,27,1004,SE,16.99,0,0
2011,8,16,21,32,21,Baixo,27,1005,SE,20.12,0,0
2011,8,16,22,37,21,Médio,27,1006,SE,21.91,0,0
2011,8,16,23,45,22,Médio,26,1006,SE,23.7,0,0
2011,8,17,0,45,22,Médio,24,1006,cv,0.89,0,0
2011,8,17,1,51,22,Médio,23,1006,SE,1.79,0,0
2011,8,17,2,67,22,Médio,23,1006,NE,0.89,0,0
2011,8,17,3,68,22,Médio,22,1006,NE,1.78,0,0
2011,8,17,4,66,22,Médio,22,1006,NE,2.67,0,0
2011,8,17,5,63,22,Médio,22,1006,cv,0.89,0,0
2011,8,17,6,74,22,Médio,22,1006,NE,0.89,0,0
2011,8,17,7,74,23,Nociva,23,1007,cv,0.89,0,0
2011,8,17,8,69,23,Médio,25,1007,cv,1.78,0,0
2011,8,17,9,59,23,Médio,26,1007,cv,2.67,0,0
2011,8,17,10,69,23,Médio,28,1007,SE,1.79,0,0
2011,8,17,11,88,23,Baixo,27,1007,NW,4.92,0,0
2011,8,17,12,88,23,Baixo,26,1008,NW,9.84,0,0
2011,8,17,13,67,23,Baixo,26,1007,NE,1.79,0,1
2011,8,17,14,48,22,Baixo,27,1007,NW,3.13,0,0
2011,8,17,15,37,22,Médio,27,1007,NW,8.05,0,0
2011,8,17,16,37,19,Médio,26,1007,NW,12.97,0,1
2011,8,17,17,22,20,Médio,25,1008,NW,17.89,0,2
2011,8,17,18,16,18,Nociva,25,1009,NW,23.7,0,3
2011,8,17,19,29,18,Nociva,24,1008,NW,26.83,0,0
2011,8,17,20,31,19,Nociva,23,1009,NW,30.85,0,1
2011,8,17,21,25,19,Nociva,23,1010,NW,34.87,0,2
2011,8,17,22,19,18,Nociva,23,1010,NW,38.89,0,0
2011,8,17,23,17,18,Nociva,23,1009,NW,42.91,0,0
2011,8,18,0,16,18,Médio,23,1009,SE,3.13,0,0
2011,8,18,1,16,18,Médio,23,1010,SE,4.92,0,0
2011,8,18,2,18,19,Médio,23,1009,SE,6.71,0,0
2011,8,18,3,7,19,Médio,23,1009,NW,0.89,0,0
2011,8,18,4,3,19,Médio,21,1009,cv,0.89,0,0
2011,8,18,5,2,19,Médio,20,1010,cv,1.78,0,0
2011,8,18,6,5,19,Médio,20,1010,NE,0.89,0,0
2011,8,18,7,10,20,Médio,22,1011,SE,0.89,0,0
2011,8,18,8,12,18,Médio,24,1011,NW,3.13,0,0
2011,8,18,9,11,17,Médio,26,1011,NW,6.26,0,0
2011,8,18,10,10,17,Médio,27,1011,NW,9.39,0,0
2011,8,18,11,8,16,Médio,28,1011,cv,1.79,0,0
2011,8,18,12,9,16,Médio,29,1010,cv,3.58,0,0
2011,8,18,13,18,15,Nociva,31,1010,NW,1.79,0,0
2011,8,18,14,22,16,Nociva,31,1010,SE,1.79,0,0
2011,8,18,15,29,16,Nociva,32,1009,SE,4.92,0,0
2011,8,18,16,23,19,Nociva,31,1009,SE,9.84,0,0
2011,8,18,17,21,19,Nociva,29,1010,SE,16.99,0,0
2011,8,18,18,29,19,Nociva,27,1010,SE,21.91,0,0
2011,8,18,19,37,20,Nociva,26,1010,SE,26.83,0,0
2011,8,18,20,37,20,Nociva,24,1011,SE,29.96,0,0
2011,8,18,21,49,20,Nociva,24,1012,SE,33.98,0,0
2011,8,18,22,44,21,Médio,23,1012,SE,37.11,0,0
2011,8,18,23,47,21,Médio,23,1012,SE,40.24,0,0
2011,8,19,0,48,21,Médio,22,1012,SE,43.37,0,0
2011,8,19,1,55,21,Médio,22,1012,SE,44.26,0,0
2011,8,19,2,61,21,Médio,21,1012,SE,46.05,0,0
2011,8,19,3,56,20,Baixo,21,1012,cv,0.89,0,0
2011,8,19,4,51,20,Baixo,21,1012,SE,0.89,0,0
2011,8,19,5,62,20,Baixo,21,1012,cv,0.89,0,0
2011,8,19,6,63,20,Baixo,20,1013,SE,0.89,0,0
2011,8,19,7,60,21,Baixo,22,1012,cv,0.89,0,0
2011,8,19,8,75,22,Médio,24,1013,cv,1.78,0,0
2011,8,19,9,77,22,Médio,25,1013,cv,2.67,0,0
2011,8,19,10,67,22,Médio,27,1013,NE,1.79,0,0
2011,8,19,11,87,21,Médio,29,1013,cv,3.13,0,0
2011,8,19,12,81,22,Médio,29,1013,SE,4.02,0,0
2011,8,19,13,59,19,Médio,29,1012,SE,8.94,0,0
2011,8,19,14,48,20,Médio,30,1012,SE,12.96,0,0
2011,8,19,15,54,18,Médio,30,1011,SE,16.98,0,0
2011,8,19,16,48,17,Médio,29,1011,SE,21,0,0
2011,8,19,17,42,18,Médio,30,1011,SE,24.13,0,0
2011,8,19,18,34,19,Baixo,28,1011,SE,27.26,0,0
2011,8,19,19,48,19,Médio,26,1011,SE,30.39,0,0
2011,8,19,20,54,19,Médio,25,1012,SE,34.41,0,0
2011,8,19,21,50,19,Baixo,23,1012,SE,36.2,0,0
2011,8,19,22,51,19,Médio,22,1012,SE,37.99,0,0
2011,8,19,23,69,19,Médio,21,1012,SE,39.78,0,0
2011,8,20,0,67,20,Médio,22,1012,SE,41.57,0,0
2011,8,20,1,68,19,Médio,21,1012,SE,43.36,0,0
2011,8,20,2,85,19,Médio,20,1013,SE,45.15,0,0
2011,8,20,3,76,20,Médio,20,1013,SE,46.94,0,0
2011,8,20,4,81,19,Médio,19,1013,NE,1.79,0,0
2011,8,20,5,82,19,Médio,19,1013,NE,3.58,0,0
2011,8,20,6,96,19,Médio,20,1013,NE,5.37,0,0
2011,8,20,7,89,21,Médio,21,1013,cv,0.89,0,0
2011,8,20,8,120,21,Médio,22,1013,cv,1.78,0,0
2011,8,20,9,124,21,Médio,24,1013,NE,1.79,0,0
2011,8,20,10,106,22,Médio,27,1013,cv,0.89,0,0
2011,8,20,11,79,21,Médio,28,1013,cv,1.78,0,0
2011,8,20,12,85,21,Médio,30,1012,SE,1.79,0,0
2011,8,20,13,92,20,Médio,31,1012,SE,3.58,0,0
2011,8,20,14,99,20,Médio,32,1011,SE,6.71,0,0
2011,8,20,15,97,21,Médio,31,1010,SE,9.84,0,0
2011,8,20,16,74,20,Médio,31,1010,SE,13.86,0,0
2011,8,20,17,54,20,Médio,31,1010,SE,16.99,0,0
2011,8,20,18,47,20,Médio,29,1010,SE,21.01,0,0
2011,8,20,19,45,20,Médio,27,1011,SE,24.14,0,0
2011,8,20,20,44,20,Médio,25,1011,SE,27.27,0,0
2011,8,20,21,54,20,Médio,25,1011,SE,31.29,0,0
2011,8,20,22,45,21,Médio,23,1012,cv,0.89,0,0
2011,8,20,23,57,20,Médio,22,1012,SE,1.79,0,0
2011,8,21,0,60,21,Médio,22,1012,SE,2.68,0,0
2011,8,21,1,61,20,Médio,21,1011,SE,4.47,0,0
2011,8,21,2,73,20,Médio,21,1012,NE,1.79,0,0
